Country,Year,Palma ratio (before tax) (World Inequality Database)
Cameroon,2007,5.7962747
Cameroon,2014,7.1353593
Cameroon,2022,5.454861
Cameroon,2023,5.454861
Canada,1921,4.5251603
Canada,1922,3.1777778
Canada,1923,2.5110457
Canada,1924,2.5824666
Canada,1925,2.4662757
Canada,1926,2.5088365
Canada,1927,2.5808606
Canada,1928,2.6709146
Canada,1929,2.7231002
Canada,1930,2.8878648
Canada,1931,3.4705882
Canada,1932,4.225377
Canada,1933,4.5798163
Canada,1934,4.5798163
Canada,1935,3.911588
Canada,1936,3.911588
Canada,1937,3.4352078
Canada,1938,4.2431235
Canada,1939,3.716205
Canada,1940,3.0915549
Canada,1941,2.620045
Canada,1942,2.09691
Canada,1943,2.0655508
Canada,1944,1.9250859
Canada,1945,1.918956
Canada,1946,1.9571527
Canada,1947,1.9813406
Canada,1948,1.8735476
Canada,1949,1.9875605
Canada,1950,1.9868784
Canada,1951,1.8005337
Canada,1952,1.8454237
Canada,1953,1.8814815
Canada,1954,2.0207756
Canada,1955,1.9779158
Canada,1956,1.9077239
Canada,1957,1.9573296
Canada,1958,1.9986188
Canada,1959,2.0013802
Canada,1960,2.033957
Canada,1961,2.0362766
Canada,1962,1.9621472
Canada,1963,1.9314129
Canada,1964,1.9634986
Canada,1965,1.9125683
Canada,1966,1.8717775
Canada,1967,1.9037542
Canada,1968,1.9219712
Canada,1969,1.9254446
Canada,1970,1.9718019
Canada,1971,1.9138048
Canada,1972,1.9479095
Canada,1973,1.9389156
Canada,1974,1.9628866
Canada,1975,2.0896358
Canada,1976,2.0193906
Canada,1977,1.9615384
Canada,1978,1.9937803
Canada,1979,2.018711
Canada,1980,2.114708
Canada,1981,1.996547
Canada,1982,1.9648275
Canada,1983,2.0295358
Canada,1984,2.0414035
Canada,1985,2.0761025
Canada,1986,2.2293234
Canada,1987,2.251506
Canada,1988,2.3252647
Canada,1989,2.4585938
Canada,1990,2.5544794
Canada,1991,2.6858108
Canada,1992,2.7239316
Canada,1993,2.9218328
Canada,1994,2.959276
Canada,1995,3.1252353
Canada,1996,3.2195818
Canada,1997,3.342637
Canada,1998,3.377413
Canada,1999,3.3551137
Canada,2000,3.522158
Canada,2001,3.4181478
Canada,2002,3.5019011
Canada,2003,3.5434575
Canada,2004,3.6005747
Canada,2005,3.6634707
Canada,2006,3.7524366
Canada,2007,3.7619512
Canada,2008,3.6036294
Canada,2009,3.4015152
Canada,2010,3.5211132
Canada,2011,3.4885497
Canada,2012,3.410816
Canada,2013,3.4104266
Canada,2014,3.3624413
Canada,2015,3.3524976
Canada,2016,3.1698806
Canada,2017,3.2368178
Canada,2018,3.1488204
Canada,2022,3.4382658
Canada,2023,3.4373233
Cape Verde,2001,10.033168
Cape Verde,2007,7.312752
Cape Verde,2015,5.526735
Cape Verde,2022,5.526735
Cape Verde,2023,5.526735
Cayman Islands,1980,11.876858
Cayman Islands,1981,11.925373
Cayman Islands,1982,11.976445
Cayman Islands,1983,12.027957
Cayman Islands,1984,12.103896
Cayman Islands,1985,12.156522
Cayman Islands,1986,12.209607
Cayman Islands,1987,12.287912
Cayman Islands,1988,12.342163
Cayman Islands,1989,12.510067
Cayman Islands,1990,12.566292
Cayman Islands,1991,12.427617
Cayman Islands,1992,12.350332
Cayman Islands,1993,12.27373
Cayman Islands,1994,12.224669
Cayman Islands,1995,12.122539
Cayman Islands,1996,12.076419
Cayman Islands,1997,12.002174
Cayman Islands,1998,11.930736
Cayman Islands,1999,11.859914
Cayman Islands,2000,11.815054
Cayman Islands,2001,11.702991
Cayman Islands,2002,11.641791
Cayman Islands,2003,11.536017
Cayman Islands,2004,11.455696
Cayman Islands,2005,11.378151
Cayman Islands,2006,11.327044
Cayman Islands,2007,11.252609
Cayman Islands,2008,11.204166
Cayman Islands,2009,11.109731
Cayman Islands,2010,11.06405
Cayman Islands,2011,10.198077
Cayman Islands,2012,9.446043
Cayman Islands,2013,8.798646
Cayman Islands,2014,8.2137165
Cayman Islands,2015,7.7140694
Cayman Islands,2016,7.243902
Cayman Islands,2017,6.8385773
Cayman Islands,2018,6.462141
Cayman Islands,2019,6.12625
Cayman Islands,2020,5.887273
Cayman Islands,2021,5.887273
Cayman Islands,2022,5.887273
Cayman Islands,2023,5.887273
Central African Republic,1992,18.325714
Central African Republic,2003,14.045752
Central African Republic,2008,12.666667
Central African Republic,2022,5.782155
Central African Republic,2023,5.782155
Central Asia (WID),1980,5.4619226
Central Asia (WID),1981,5.6002536
Central Asia (WID),1982,5.7503233
Central Asia (WID),1983,5.8593955
Central Asia (WID),1984,5.926959
Central Asia (WID),1985,6.090663
Central Asia (WID),1986,6.153215
Central Asia (WID),1987,6.2479224
Central Asia (WID),1988,5.8363876
Central Asia (WID),1989,5.8843627
Central Asia (WID),1990,5.998667
Central Asia (WID),1991,5.7378516
Central Asia (WID),1992,6.2890735
Central Asia (WID),1993,6.359722
Central Asia (WID),1994,6.604225
Central Asia (WID),1995,7.0717425
Central Asia (WID),1996,8.092651
Central Asia (WID),1997,7.9589906
Central Asia (WID),1998,8.372205
Central Asia (WID),1999,7.2978415
Central Asia (WID),2000,6.785523
Central Asia (WID),2001,7.3055162
Central Asia (WID),2002,7.616836
Central Asia (WID),2003,7.8020988
Central Asia (WID),2004,7.6198473
Central Asia (WID),2005,8.086687
Central Asia (WID),2006,8.019908
Central Asia (WID),2007,7.513314
Central Asia (WID),2008,7.2094016
Central Asia (WID),2009,7.3166904
Central Asia (WID),2010,7.3218884
Central Asia (WID),2011,7.2308803
Central Asia (WID),2012,7.543575
Central Asia (WID),2013,7.653092
Central Asia (WID),2014,7.5500746
Central Asia (WID),2015,7.125731
Central Asia (WID),2016,7.077139
Central Asia (WID),2017,7.296987
Central Asia (WID),2018,7.2212768
Central Asia (WID),2019,7.353362
Central Asia (WID),2020,7.5982533
Central Asia (WID),2021,7.075
Central Asia (WID),2022,6.8077955
Central Asia (WID),2023,6.691799
Chad,2002,4.8819876
Chad,2003,4.8819876
Chad,2011,5.8516746
Chad,2022,4.366762
Chad,2023,4.366762
Chile,2001,13.919101
Chile,2002,13.255965
Chile,2003,12.665966
Chile,2004,13.689579
Chile,2005,14.798594
Chile,2006,16.079601
Chile,2007,16.341772
Chile,2008,16.573265
Chile,2009,16.814621
Chile,2010,16.871134
Chile,2011,16.97194
Chile,2012,15.761446
Chile,2013,14.678082
Chile,2014,14.439189
Chile,2015,14.206667
Chile,2016,13.468951
Chile,2017,12.728395
Chile,2018,14.357647
Chile,2019,16.532967
Chile,2022,12.237288
Chile,2023,12.237288
China,1979,1.6104718
China,1980,1.6238426
China,1981,1.6627635
China,1982,1.7279809
China,1983,1.7220902
China,1984,1.7624475
China,1985,1.8535693
China,1986,2.0215545
China,1987,2.0313334
China,1988,2.061197
China,1989,2.2016747
China,1990,2.1633217
China,1991,2.3330882
China,1992,2.572868
China,1993,2.760552
China,1994,2.8889816
China,1995,2.7683523
China,1996,2.6893818
China,1997,2.6899285
China,1998,2.7191455
China,1999,2.8975205
China,2000,3.2161922
China,2001,3.3800738
China,2002,3.9761195
China,2003,4.189106
China,2004,4.2720737
China,2005,4.615049
China,2006,4.639344
China,2007,4.7912946
China,2008,4.7776537
China,2009,4.9257145
China,2010,5.0457745
China,2011,4.9931035
China,2012,4.836735
China,2013,4.844141
China,2014,4.71861
China,2015,4.760405
China,2016,5.0569396
China,2022,5.3268056
China,2023,5.301956
Colombia,2001,20.074766
Colombia,2002,20.074766
Colombia,2003,15.706941
Colombia,2004,16.94638
Colombia,2005,15.13382
Colombia,2006,15.621553
Colombia,2007,16.139534
Colombia,2008,16.735294
Colombia,2009,14.825665
Colombia,2010,14.948403
Colombia,2011,14.448113
Colombia,2012,13.019868
Colombia,2013,13.134955
Colombia,2014,11.232604
Colombia,2015,10.986408
Colombia,2016,10.887189
Colombia,2017,12.830803
Colombia,2018,13.4
Colombia,2019,14.591241
Colombia,2022,18.188059
Colombia,2023,18.188059
Comoros,1995,12.155393
Comoros,2004,12.155393
Comoros,2014,6.454075
Comoros,2022,6.454075
Comoros,2023,6.454075
Congo,2005,7.365123
Congo,2011,8.306428
Congo,2022,8.306428
Congo,2023,8.306428
Costa Rica,2011,10.507843
Costa Rica,2012,11.061602
Costa Rica,2013,12.394978
Costa Rica,2014,12.771972
Costa Rica,2015,12.997613
Costa Rica,2016,13.174642
Costa Rica,2017,12.933014
Costa Rica,2018,14.257732
Costa Rica,2019,15.991526
Costa Rica,2022,12.267469
Costa Rica,2023,12.267469
Cote d'Ivoire,1985,6.289872
Cote d'Ivoire,1986,6.289872
Cote d'Ivoire,1987,6.289872
Cote d'Ivoire,1988,6.289872
Cote d'Ivoire,1992,4.405028
Cote d'Ivoire,1993,4.1126003
Cote d'Ivoire,1995,4.4195075
Cote d'Ivoire,1998,5.1144643
Cote d'Ivoire,2002,7.209549
Cote d'Ivoire,2008,6.049822
Cote d'Ivoire,2015,5.834701
Cote d'Ivoire,2022,6.289872
Cote d'Ivoire,2023,6.289872
Croatia,1984,1.9717187
Croatia,1985,1.9919825
Croatia,1986,2.0117216
Croatia,1987,1.799169
Croatia,1988,1.7965398
Croatia,1989,2.367494
Croatia,1998,2.7369294
Croatia,1999,2.9353147
Croatia,2000,2.6778965
Croatia,2001,2.586262
Croatia,2002,2.3951182
Croatia,2003,2.2925925
Croatia,2004,2.39894
Croatia,2005,2.5096376
Croatia,2006,2.4904654
Croatia,2007,2.6448302
Croatia,2008,2.5662277
Croatia,2009,2.5240684
Croatia,2010,2.559873
Croatia,2011,2.6519294
Croatia,2012,2.624102
Croatia,2013,2.5053272
Croatia,2014,2.607338
Croatia,2015,2.5875487
Croatia,2016,2.477029
Croatia,2017,2.5050583
Croatia,2018,2.5214124
Croatia,2022,2.5138786
Croatia,2023,2.5131283
Cuba,2022,5.377698
Cuba,2023,5.377698
Curacao,1980,11.876858
Curacao,1981,11.925373
Curacao,1982,11.976445
Curacao,1983,12.027957
Curacao,1984,12.103896
Curacao,1985,12.156522
Curacao,1986,12.209607
Curacao,1987,12.287912
Curacao,1988,12.342163
Curacao,1989,12.510067
Curacao,1990,12.566292
Curacao,1991,12.427617
Curacao,1992,12.350332
Curacao,1993,12.27373
Curacao,1994,12.224669
Curacao,1995,12.122539
Curacao,1996,12.076419
Curacao,1997,12.002174
Curacao,1998,11.930736
Curacao,1999,11.859914
Curacao,2000,11.815054
Curacao,2001,11.702991
Curacao,2002,11.641791
Curacao,2003,11.536017
Curacao,2004,11.455696
Curacao,2005,11.378151
Curacao,2006,11.327044
Curacao,2007,11.252609
Curacao,2008,11.204166
Curacao,2009,11.109731
Curacao,2010,11.06405
Curacao,2011,10.198077
Curacao,2012,9.446043
Curacao,2013,8.798646
Curacao,2014,8.2137165
Curacao,2015,7.7140694
Curacao,2016,7.243902
Curacao,2017,6.8385773
Curacao,2018,6.462141
Curacao,2019,6.12625
Curacao,2020,5.887273
Curacao,2021,5.887273
Curacao,2022,5.887273
Curacao,2023,5.887273
Cyprus,1990,2.8616352
Cyprus,1996,2.9082718
Cyprus,2004,2.0684173
Cyprus,2005,2.1515367
Cyprus,2006,2.3230543
Cyprus,2007,2.2065694
Cyprus,2008,2.3503141
Cyprus,2009,2.5169616
Cyprus,2010,2.3657308
Cyprus,2011,2.9250398
Cyprus,2012,3.014658
Cyprus,2013,3.5669565
Cyprus,2014,3.1475828
Cyprus,2015,3.1426146
Cyprus,2016,2.7519379
Cyprus,2017,2.5353756
Cyprus,2022,2.3203125
Cyprus,2023,2.3271692
Czechia,1980,0.6746374
Czechia,1985,0.65266
Czechia,1988,0.6776956
Czechia,1992,1.118878
Czechia,1996,1.4677094
Czechia,2003,1.682259
Czechia,2004,1.5275916
Czechia,2005,1.5221374
Czechia,2006,1.5976769
Czechia,2007,1.4961598
Czechia,2008,1.6643871
Czechia,2009,1.4575
Czechia,2010,1.5135828
Czechia,2011,1.3911765
Czechia,2012,1.5027791
Czechia,2013,1.6244494
Czechia,2014,1.5012761
Czechia,2015,1.5571132
Czechia,2016,1.4107579
Czechia,2017,1.4038557
Czechia,2018,1.3929459
Czechia,2022,1.3434591
Czechia,2023,1.3567568
Democratic Republic of Congo,2004,5.488764
Democratic Republic of Congo,2005,5.4758697
Democratic Republic of Congo,2008,5.4545455
Democratic Republic of Congo,2012,5.4226456
Democratic Republic of Congo,2022,6.477576
Democratic Republic of Congo,2023,6.477576
Denmark,1980,1.6183723
Denmark,1981,1.6092592
Denmark,1982,1.5874083
Denmark,1983,1.693777
Denmark,1984,1.7657993
Denmark,1985,1.7651422
Denmark,1986,1.7012829
Denmark,1987,1.7850467
Denmark,1988,1.6751981
Denmark,1989,1.6701031
Denmark,1990,1.4461207
Denmark,1991,1.452973
Denmark,1992,1.4353887
Denmark,1993,1.659689
Denmark,1994,1.5879452
Denmark,1995,1.7385266
Denmark,1996,1.7654172
Denmark,1997,1.6973393
Denmark,1998,1.5664865
Denmark,1999,1.7286996
Denmark,2000,1.7216611
Denmark,2001,1.5910578
Denmark,2002,1.7713414
Denmark,2003,1.6735053
Denmark,2004,1.7957447
Denmark,2005,1.6555495
Denmark,2006,1.649372
Denmark,2007,1.6195652
Denmark,2008,1.6927024
Denmark,2009,1.6225352
Denmark,2010,2.0355527
Denmark,2011,2.1158657
Denmark,2012,2.206689
Denmark,2013,2.4072273
Denmark,2014,2.3116884
Denmark,2015,2.3895833
Denmark,2016,2.523742
Denmark,2017,2.3718662
Denmark,2022,2.0846493
Denmark,2023,2.0936117
Djibouti,2002,4.9354167
Djibouti,2012,6.433041
Djibouti,2013,6.14234
Djibouti,2017,5.4
Djibouti,2022,5.4
Djibouti,2023,5.4
Dominica,1980,11.876858
Dominica,1981,11.925373
Dominica,1982,11.976445
Dominica,1983,12.027957
Dominica,1984,12.103896
Dominica,1985,12.156522
Dominica,1986,12.209607
Dominica,1987,12.287912
Dominica,1988,12.342163
Dominica,1989,12.510067
Dominica,1990,12.566292
Dominica,1991,12.427617
Dominica,1992,12.350332
Dominica,1993,12.27373
Dominica,1994,12.224669
Dominica,1995,12.122539
Dominica,1996,12.076419
Dominica,1997,12.002174
Dominica,1998,11.930736
Dominica,1999,11.859914
Dominica,2000,11.815054
Dominica,2001,11.702991
Dominica,2002,11.641791
Dominica,2003,11.536017
Dominica,2004,11.455696
Dominica,2005,11.378151
Dominica,2006,11.327044
Dominica,2007,11.252609
Dominica,2008,11.204166
Dominica,2009,11.109731
Dominica,2010,11.06405
Dominica,2011,10.198077
Dominica,2012,9.446043
Dominica,2013,8.798646
Dominica,2014,8.2137165
Dominica,2015,7.7140694
Dominica,2016,7.243902
Dominica,2017,6.8385773
Dominica,2018,6.462141
Dominica,2019,6.12625
Dominica,2020,5.887273
Dominica,2021,5.887273
Dominica,2022,5.887273
Dominica,2023,5.887273
Dominican Republic,2013,15.018568
Dominican Republic,2014,13.301234
Dominican Republic,2015,13.400978
Dominican Republic,2016,12.532584
Dominican Republic,2017,10.533865
Dominican Republic,2018,11.036
Dominican Republic,2021,8.994454
Dominican Republic,2022,7.7738094
Dominican Republic,2023,7.7738094
East Africa (WID),1980,13.634955
East Africa (WID),1981,13.547253
East Africa (WID),1982,13.77951
East Africa (WID),1983,13.185745
East Africa (WID),1984,12.75
East Africa (WID),1985,13.554084
East Africa (WID),1986,14.125571
East Africa (WID),1987,13.651111
East Africa (WID),1988,14.002268
East Africa (WID),1989,13.567328
East Africa (WID),1990,13.463737
East Africa (WID),1991,13.355895
East Africa (WID),1992,13.278867
East Africa (WID),1993,12.545643
East Africa (WID),1994,12.884861
East Africa (WID),1995,12.393004
East Africa (WID),1996,11.584466
East Africa (WID),1997,10.227113
East Africa (WID),1998,9.538333
East Africa (WID),1999,8.834906
East Africa (WID),2000,8.642527
East Africa (WID),2001,8.60916
East Africa (WID),2002,8.459459
East Africa (WID),2003,8.297496
East Africa (WID),2004,8.08815
East Africa (WID),2005,8.040346
East Africa (WID),2006,8.120464
East Africa (WID),2007,8.104499
East Africa (WID),2008,7.9584527
East Africa (WID),2009,7.8675213
East Africa (WID),2010,7.855508
East Africa (WID),2011,7.7116475
East Africa (WID),2012,7.648725
East Africa (WID),2013,7.705714
East Africa (WID),2014,7.818182
East Africa (WID),2015,7.689016
East Africa (WID),2016,7.5471168
East Africa (WID),2017,7.480447
East Africa (WID),2018,7.230137
East Africa (WID),2019,7.093496
East Africa (WID),2020,7.0121784
East Africa (WID),2021,7.1994534
East Africa (WID),2022,7.268595
East Africa (WID),2023,7.309293
East Asia (WID),1820,4.0940247
East Asia (WID),1850,4.309009
East Asia (WID),1880,4.846743
East Asia (WID),1900,5.045098
East Asia (WID),1910,5.854856
East Asia (WID),1920,5.4761906
East Asia (WID),1930,5.5198746
East Asia (WID),1940,6.0122085
East Asia (WID),1950,3.3227124
East Asia (WID),1960,3.6322525
East Asia (WID),1970,5.728166
East Asia (WID),1980,7.54023
East Asia (WID),1981,7.4834185
East Asia (WID),1982,7.374046
East Asia (WID),1983,7.154421
East Asia (WID),1984,6.9558825
East Asia (WID),1985,6.9938574
East Asia (WID),1986,7.4399476
East Asia (WID),1987,7.5019817
East Asia (WID),1988,7.7320704
East Asia (WID),1989,8.397417
East Asia (WID),1990,8.806785
East Asia (WID),1991,9.1292305
East Asia (WID),1992,9.01087
East Asia (WID),1993,8.741885
East Asia (WID),1994,8.568567
East Asia (WID),1995,7.978166
East Asia (WID),1996,7.9283667
East Asia (WID),1997,7.646154
East Asia (WID),1998,7.5567865
East Asia (WID),1999,7.6794324
East Asia (WID),2000,8.137931
East Asia (WID),2001,8.2739725
East Asia (WID),2002,8.499215
East Asia (WID),2003,8.540284
East Asia (WID),2004,7.9411764
East Asia (WID),2005,8.280315
East Asia (WID),2006,8.0354395
East Asia (WID),2007,7.949541
East Asia (WID),2008,7.245997
East Asia (WID),2009,7.1654572
East Asia (WID),2010,7.0728865
East Asia (WID),2011,6.771831
East Asia (WID),2012,6.4068027
East Asia (WID),2013,6.3383355
East Asia (WID),2014,6.439456
East Asia (WID),2015,6.0091743
East Asia (WID),2016,6.209177
East Asia (WID),2017,6.2419353
East Asia (WID),2018,6.429741
East Asia (WID),2019,6.1050534
East Asia (WID),2020,6.021108
East Asia (WID),2021,5.9177547
East Asia (WID),2022,6.102941
East Asia (WID),2023,6.0534043
East Germany,1980,0.8589212
East Germany,1981,0.8566879
East Germany,1982,0.85406375
East Germany,1983,0.85195035
East Germany,1984,0.8695459
East Germany,1985,0.8876957
East Germany,1986,0.88903743
East Germany,1987,0.8911595
East Germany,1988,0.8924303
East Germany,1989,0.8924303
East Germany,1990,0.8924303
East Timor,2001,4.7703547
East Timor,2007,3.017638
East Timor,2014,3.095092
East Timor,2022,3.0647373
East Timor,2023,3.0770404
Eastern Europe (WID),1820,3.978671
Eastern Europe (WID),1850,4.0688224
Eastern Europe (WID),1880,4.1007433
Eastern Europe (WID),1900,4.650356
Eastern Europe (WID),1910,4.418261
Eastern Europe (WID),1920,2.0818784
Eastern Europe (WID),1930,1.8068845
Eastern Europe (WID),1940,1.9616077
Eastern Europe (WID),1950,1.8697027
Eastern Europe (WID),1960,1.8281155
Eastern Europe (WID),1970,1.4883595
Eastern Europe (WID),1980,1.6633166
Eastern Europe (WID),1981,1.7001897
Eastern Europe (WID),1982,1.737516
Eastern Europe (WID),1983,1.6972767
Eastern Europe (WID),1984,1.6926489
Eastern Europe (WID),1985,1.6797717
Eastern Europe (WID),1986,1.6651955
Eastern Europe (WID),1987,1.6626582
Eastern Europe (WID),1988,1.6517351
Eastern Europe (WID),1989,1.815508
Eastern Europe (WID),1990,2.0077138
Eastern Europe (WID),1991,2.115247
Eastern Europe (WID),1992,2.201916
Eastern Europe (WID),1993,2.3626626
Eastern Europe (WID),1994,2.5715427
Eastern Europe (WID),1995,2.8871794
Eastern Europe (WID),1996,2.814784
Eastern Europe (WID),1997,2.8109908
Eastern Europe (WID),1998,2.7576737
Eastern Europe (WID),1999,2.8426688
Eastern Europe (WID),2000,3.012069
Eastern Europe (WID),2001,3.0042808
Eastern Europe (WID),2002,3.077922
Eastern Europe (WID),2003,3.204969
Eastern Europe (WID),2004,3.1951432
Eastern Europe (WID),2005,3.268486
Eastern Europe (WID),2006,3.3167105
Eastern Europe (WID),2007,3.341442
Eastern Europe (WID),2008,3.1937659
Eastern Europe (WID),2009,3.1113904
Eastern Europe (WID),2010,3.07364
Eastern Europe (WID),2011,3.0854485
Eastern Europe (WID),2012,3.1861064
Eastern Europe (WID),2013,3.2024221
Eastern Europe (WID),2014,3.2474139
Eastern Europe (WID),2015,3.2961671
Eastern Europe (WID),2016,3.1377552
Eastern Europe (WID),2017,3.0902953
Eastern Europe (WID),2018,3.2299743
Eastern Europe (WID),2019,3.1931624
Eastern Europe (WID),2020,3.1782682
Eastern Europe (WID),2021,3.1037657
Eastern Europe (WID),2022,3.1224833
Eastern Europe (WID),2023,3.1242702
Ecuador,2002,10.967213
Ecuador,2003,10.593561
Ecuador,2004,9.953935
Ecuador,2005,9.33638
Ecuador,2006,8.016475
Ecuador,2007,10.866
Ecuador,2008,9.15625
Ecuador,2009,9.39265
Ecuador,2010,9.823301
Ecuador,2011,7.3421054
Ecuador,2012,8.554348
Ecuador,2013,6.856712
Ecuador,2014,5.6834626
Ecuador,2015,5.419146
Ecuador,2016,5.383091
Ecuador,2017,5.8139534
Ecuador,2018,6.4567723
Ecuador,2019,6.642534
Ecuador,2022,8.044484
Ecuador,2023,8.044484
Egypt,1990,3.216444
Egypt,1992,3.1373627
Egypt,1993,3.107483
Egypt,1994,3.0679219
Egypt,1995,2.9953673
Egypt,1996,3.2915206
Egypt,1997,3.5175953
Egypt,1998,3.8167052
Egypt,1999,4.105691
Egypt,2000,4.1044044
Egypt,2001,4.0757947
Egypt,2002,4.0694447
Egypt,2003,4.057283
Egypt,2004,4.122415
Egypt,2005,4.04095
Egypt,2006,4.1894827
Egypt,2007,4.083265
Egypt,2008,4.0336065
Egypt,2009,3.8055117
Egypt,2010,3.6155014
Egypt,2011,3.7927215
Egypt,2012,4.0658336
Egypt,2013,4.058188
Egypt,2014,4.201858
Egypt,2015,4.2292724
Egypt,2016,4.161371
Egypt,2017,4.002451
Egypt,2022,3.6541984
Egypt,2023,3.6491227
El Salvador,2002,18.652014
El Salvador,2003,13.674033
El Salvador,2004,13.586487
El Salvador,2005,19.496296
El Salvador,2006,13.415549
El Salvador,2007,13.64191
El Salvador,2008,13.376316
El Salvador,2009,13.114882
El Salvador,2010,11.916877
El Salvador,2011,11.193317
El Salvador,2012,10.54195
El Salvador,2013,12.821951
El Salvador,2014,13.636604
El Salvador,2015,12.476191
El Salvador,2016,13.558333
El Salvador,2017,10.959799
El Salvador,2018,10.648058
El Salvador,2022,9.103226
El Salvador,2023,9.103226
Equatorial Guinea,2022,6.494424
Equatorial Guinea,2023,6.5018587
Eritrea,2022,3.9008696
Eritrea,2023,3.9008696
Estonia,1988,1.4374218
Estonia,1999,4.0433927
Estonia,2000,3.9485936
Estonia,2001,3.9706745
Estonia,2002,4.3120565
Estonia,2003,4.8391848
Estonia,2004,4.1560926
Estonia,2005,4.4969697
Estonia,2006,3.9313347
Estonia,2007,3.2976391
Estonia,2008,3.1933277
Estonia,2009,2.616386
Estonia,2010,2.9076176
Estonia,2011,3.175918
Estonia,2012,3.568592
Estonia,2013,3.6732955
Estonia,2014,3.2355442
Estonia,2015,2.8463395
Estonia,2016,3.0407631
Estonia,2017,2.6556242
Estonia,2018,2.6230366
Estonia,2022,2.622571
Estonia,2023,2.618372
Eswatini,1994,10.066884
Eswatini,2000,10.06199
Eswatini,2009,9.225284
Eswatini,2016,10.943015
Eswatini,2022,10.943015
Eswatini,2023,10.943015
Ethiopia,1981,7.1719513
Ethiopia,1995,7.1731706
Ethiopia,1999,3.0853117
Ethiopia,2004,3.1478715
Ethiopia,2005,3.2314112
Ethiopia,2010,3.592653
Ethiopia,2015,3.9008696
Ethiopia,2022,3.9008696
Ethiopia,2023,3.9008696
Europe (WID),1820,5.4316144
Europe (WID),1850,5.6075087
Europe (WID),1880,5.180672
Europe (WID),1900,5.8621078
Europe (WID),1910,6.2161837
Europe (WID),1920,5.145125
Europe (WID),1930,3.2048612
Europe (WID),1940,3.2489696
Europe (WID),1950,2.5987842
Europe (WID),1960,2.6763551
Europe (WID),1970,2.2687545
Europe (WID),1980,2.2797928
Europe (WID),1981,2.2273393
Europe (WID),1982,2.202329
Europe (WID),1983,2.1835854
Europe (WID),1984,2.2430453
Europe (WID),1985,2.2358491
Europe (WID),1986,2.2918801
Europe (WID),1987,2.3051095
Europe (WID),1988,2.3947957
Europe (WID),1989,2.472012
Europe (WID),1990,2.7105691
Europe (WID),1991,2.8959587
Europe (WID),1992,3.14695
Europe (WID),1993,3.158818
Europe (WID),1994,3.143767
Europe (WID),1995,3.2976303
Europe (WID),1996,3.2940075
Europe (WID),1997,3.1978319
Europe (WID),1998,3.306422
Europe (WID),1999,3.4137607
Europe (WID),2000,3.4347825
Europe (WID),2001,3.299817
Europe (WID),2002,3.3537605
Europe (WID),2003,3.319266
Europe (WID),2004,3.3169398
Europe (WID),2005,3.3342366
Europe (WID),2006,3.3709385
Europe (WID),2007,3.4093356
Europe (WID),2008,3.1857638
Europe (WID),2009,3.205575
Europe (WID),2010,3.1509106
Europe (WID),2011,3.2172384
Europe (WID),2012,3.214223
Europe (WID),2013,3.3076923
Europe (WID),2014,3.2997324
Europe (WID),2015,3.238137
Europe (WID),2016,3.1815038
Europe (WID),2017,3.1393373
Europe (WID),2018,3.131356
Europe (WID),2019,3.0339966
Europe (WID),2020,3.044665
Europe (WID),2021,3.0354493
Europe (WID),2022,3.019753
Europe (WID),2023,2.9942718
European Union (WID),1980,2.1908505
European Union (WID),1981,2.1362994
European Union (WID),1982,2.1197183
European Union (WID),1983,2.1080892
European Union (WID),1984,2.1572237
European Union (WID),1985,2.1458626
European Union (WID),1986,2.214589
European Union (WID),1987,2.2211268
European Union (WID),1988,2.3077476
European Union (WID),1989,2.3849525
European Union (WID),1990,2.6284585
European Union (WID),1991,2.7081301
European Union (WID),1992,2.8940568
European Union (WID),1993,2.882906
European Union (WID),1994,2.857983
European Union (WID),1995,3.0229075
European Union (WID),1996,3.0323143
European Union (WID),1997,2.9285715
European Union (WID),1998,3.0496576
European Union (WID),1999,3.142355
European Union (WID),2000,3.1669612
European Union (WID),2001,3.0678694
European Union (WID),2002,3.1034782
European Union (WID),2003,3.0863557
European Union (WID),2004,3.1040413
European Union (WID),2005,3.1134813
European Union (WID),2006,3.1759655
European Union (WID),2007,3.2164242
European Union (WID),2008,3.0356846
European Union (WID),2009,3.0357738
European Union (WID),2010,2.9759934
European Union (WID),2011,3.057239
European Union (WID),2012,3.0665543
European Union (WID),2013,3.1623712
European Union (WID),2014,3.1365187
European Union (WID),2015,3.0884583
European Union (WID),2016,3.0123763
European Union (WID),2017,2.9910424
European Union (WID),2018,2.9821138
European Union (WID),2019,2.9011164
European Union (WID),2020,2.9110405
European Union (WID),2021,2.9015872
European Union (WID),2022,2.89232
European Union (WID),2023,2.8776639
Fiji,1980,2.6246269
Fiji,1981,2.6372476
Fiji,1982,2.649925
Fiji,1983,2.663411
Fiji,1984,2.6741912
Fiji,1985,2.6898112
Fiji,1986,2.7034795
Fiji,1987,2.71721
Fiji,1988,2.731763
Fiji,1989,2.7477133
Fiji,1990,2.762414
Fiji,1991,2.7839694
Fiji,1992,2.8097785
Fiji,1993,2.829771
Fiji,1994,2.851145
Fiji,1995,2.872519
Fiji,1996,2.89016
Fiji,1997,2.9099925
Fiji,1998,2.929062
Fiji,1999,2.945122
Fiji,2000,2.9634147
Fiji,2001,3.0989869
Fiji,2002,3.238437
Fiji,2003,3.3836734
Fiji,2004,3.5313284
Fiji,2005,3.678053
